Country Name,Country Code,Year,Access to electricity (% of population),"Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,Current account balance (% of GDP),"Current account balance (BoP, current US$)",Export value index (2015 = 100),Export volume index (2015 = 100),Exports of goods and services (annual % growth),Exports of goods and services (current US$),GDP growth (annual %),GDP per capita (current US$),"GNI per capita, Atlas method (current US$)",Gini index,Government Effectiveness: Estimate,Government Effectiveness: Number of Sources,Import value index (2015 = 100),Import volume index (2015 = 100),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)","Tariff rate, applied, simple mean, all products (%)","Tariff rate, most favored nation, weighted mean, all products (%)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)",Region,DID_Group
Kyrgyz Republic,KGZ,2019,99.9,0.495853,867935.0,,-0.960630595684052,12.0,17.1428565979004,-11.3840798908834,-1066833462.89017,147.6,131.2,16.24580338902,3137172120.63405,4.60062565707598,1421.99927504102,1240.0,29.7,-0.731618404388428,8.0,126.0,123.6,60.9538126942615,64.1,-0.26556807756424,6.0,870.4,37.1,5.57,17.5,5.45,5.45,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2020,99.9,0.005855,191774.0,,-1.12495839595795,11.0,13.3333330154419,4.52522127933728,374257005.632523,146.4,117.4,-27.1714505995217,2446559919.56571,-7.14897757727955,1229.51766602907,1210.0,29.0,-0.576322257518768,8.0,93.9,95.3,49.4104006230531,72.0,-0.4557925760746,6.0,937.0,6.8,3.85,5.84,5.945,5.945,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2021,99.7,0.00233029,171347.337,,-1.15049564838409,11.0,12.8571424484253,-7.97583742281609,-737695886.572616,204.7,148.8,16.3511542993897,3311706968.06324,5.50700762671923,1349.99730650542,1270.0,28.8,-0.776387393474579,8.0,140.8,121.3,64.455786983606,77.1177,-0.46646723151207,6.0,1003.0,21.0,4.39,7.09,5.149,5.149,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2022,99.7,0.177188,824742.0,,-1.23040282726288,11.0,10.3773584365845,-42.683633961771,-5179629537.2137,168.0,115.5,59.1538307166888,5622995972.26342,8.96750520041391,1739.72018344174,1540.0,26.4,-0.890511035919189,8.0,247.5,183.5,87.4494462179864,82.5991,-0.471610426902771,6.0,1003.0,21.0,4.39,7.09,4.767,4.767,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2023,100.0,0.654975,804478.2,,-1.22109532356262,12.0,11.3207550048828,-42.683633961771,-5179629537.2137,246.6,175.3,-3.04216706054549,5599943025.03163,9.0132928339342,2138.22210211478,1840.0,27.2,-0.890727877616882,9.0,309.8,236.2,95.485180658754,88.4701,-0.48121976852417,7.0,1003.0,21.0,4.39,7.09,3.498,3.498,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2024,100.0,0.654975,804478.2,,-1.22109532356262,12.0,11.3207550048828,-42.683633961771,-5179629537.2137,246.6,175.3,22.8833635036068,7593078868.2308,9.04013556120012,2420.18542283831,2190.0,27.2,-0.890727877616882,9.0,309.8,236.2,84.2075862450187,88.4701,-0.48121976852417,7.0,,,,,3.491,3.498,BRI - Central Asia,BRI Treatment Group
Kyrgyz Republic,KGZ,2025,100.0,0.654975,804478.2,,-1.22109532356262,12.0,11.3207550048828,,,246.6,175.3,22.8833635036068,7593078868.2308,9.04013556120012,2420.18542283831,2190.0,27.2,-0.890727877616882,9.0,309.8,236.2,84.2075862450187,88.4701,-0.48121976852417,7.0,,,,,3.526,3.498,BRI - Central Asia,BRI Treatment Group
Lao PDR,LAO,2001,45.3,1.64,210847.0,,-0.673779785633087,2.0,32.8042335510254,-3.80683721990308,-67328448.591433,8.7457795046,13.8991203633,-13.7390000032743,492970000.0,5.75141287983195,320.316005439568,300.0,32.6,-0.859748542308807,2.0,8.9910206123,14.9907803219,38.0262780063432,0.181664,-0.103369668126106,2.0,,,9.7,13.09,1.881,,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2002,46.3,1.828,219598.0,,-0.673779785633087,2.0,32.8042335510254,0.47045153495805,8271369.05167698,8.2284397262,13.0970945835,-4.58799999345968,505520000.0,5.91874368370564,313.350817148131,310.0,32.6,-0.859748542308807,2.0,7.8747857649,13.3759335616,38.5023881880757,0.267899,-0.103369668126106,2.0,,,9.343333333333334,12.886666666666667,1.775,,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2003,48.0,1.911,218652.0,,-0.86640602350235,3.0,22.2222213745117,-1.46818009608596,-29706046.226995,9.1826442093,13.8698691221,-8.26600000493018,475490000.0,6.06700230344272,355.097216151461,330.0,33.160000000000004,-1.01234650611877,2.0,8.142787849,12.8495969403,37.0716627200091,0.333912,-1.23235356807709,2.0,,,8.986666666666666,12.683333333333334,1.639,1.35,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2004,53.5,2.261,271706.0,,-1.14759469032288,5.0,11.3300495147705,-7.53199402235116,-178236964.933127,9.9455150906,14.3894415108,4.47999999899793,589520000.0,6.35769548008234,409.296298284117,380.0,33.72,-1.03074407577515,3.0,12.5582146895,17.9612949679,41.1676290571222,0.361434,-0.611157953739166,3.0,,,8.63,12.48,1.498,1.35,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2005,57.2,2.481,293442.0,,-1.31761395931244,7.0,6.82926845550537,-6.35287280117623,-173786566.819365,15.6,17.0,11.6600000015877,792320002.449756,7.10756836811267,466.061506997741,450.0,34.28,-1.2096973657608,5.0,15.3,18.4,42.8289105517785,0.850357,-0.49144771695137,3.0,,,6.87,13.67,1.35,1.35,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2006,57.0,2.545,326730.0,,-1.33152568340302,8.0,5.85365867614746,2.17967841617852,75308544.511628,25.1,24.0,14.3780000015513,1318269398.20992,8.61926620832807,579.391947440719,500.0,34.839999999999996,-0.992693543434143,7.0,18.3,20.6,43.8062978932242,1.16989,-0.0852985605597496,4.0,,,6.17,13.93,1.199,1.2216,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2007,55.0,2.625,328326.0,,-1.28131055831909,8.0,6.7961163520813,3.30099767237269,139406173.616471,26.4,24.0,8.14200000089407,1419583783.66861,7.59682880054878,697.323013673925,600.0,35.4,-0.909020006656647,7.0,18.5,19.7,45.5983158206633,1.64,-0.176476791501045,4.0,,,5.57,13.91,1.068,1.0932,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2008,66.0,2.579,323401.0,,-1.20606291294098,9.0,7.28155326843262,1.42375423290882,77543822.621048,31.3,26.5,13.5819999989405,1805714832.02658,7.82490276337012,885.747376088762,740.0,35.519999999999996,-0.892137885093689,7.0,24.8,23.0,48.695101619045,3.55,0.01727613247931,4.0,,,9.25,13.15,0.944,0.9648000000000001,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2009,67.4,2.367,302596.0,,-1.24884247779846,10.0,5.74162673950195,-1.04359478297296,-60905624.699188,30.3,29.8,5.59599999861962,1755689259.18137,7.50177491225853,935.03237283283,880.0,35.64,-0.962556421756744,8.0,25.9,27.3,46.8477565440088,6.0,-0.15804822742939,5.0,,,8.376666666666667,12.525,0.835,0.8364,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2010,70.2,0.122,443778.0,,-1.19573104381561,10.0,9.0476188659668,0.410966616116085,29309198.0082791,50.2,41.7,15.7070000023315,2523507712.81047,8.52690551739717,1125.91610151261,990.0,35.76,-0.868846118450165,8.0,36.5,36.0,49.3363118537116,7.0,-0.282062977552414,5.0,,,7.503333333333333,11.9,0.708,0.708,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2011,70.0,0.389,532707.0,,-1.19296872615814,10.0,9.95260620117188,-2.35798203498442,-206325894.915282,62.9,44.6,22.4240000003858,3530068364.41656,8.03865268023725,1361.54704394913,1130.0,35.88,-0.839057266712189,8.0,42.5,36.6,51.35553977034,9.0,-0.058007225394249,5.0,,,,,0.96,0.9675999999999999,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2012,76.4,0.966483517914956,877949.881372257,,-1.02507245540619,10.0,15.6398105621338,-7.33751463250306,-747901591.622238,64.9,50.5,6.71099999958371,3860716719.12647,8.02609843461283,1563.5650771337,1350.0,36.0,-0.84342086315155,8.0,54.1,47.0,60.3083980811903,10.7477,0.0337390303611755,5.0,,,5.756666666666666,10.65,1.208,1.2271999999999998,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2013,79.3,1.409832,1476528.0,,-0.940677523612976,11.0,18.4834117889404,-7.82702813174138,-937932554.177329,65.1,53.8,19.3620000000884,4574379415.61065,8.02630022699017,1812.51774424651,1590.0,36.46666666666667,-0.735925436019897,9.0,54.8,48.6,60.00604321766,12.5,0.0674438998103142,6.0,,,4.883333333333333,10.025,1.469,1.4867999999999997,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2014,82.5,1.37196,1310124.0,,-0.853773772716522,10.0,21.1538467407227,-14.4922715355556,-1924464371.72908,76.5,64.9,7.03399999750505,5411896459.68783,7.61196343979319,1981.03910900473,1810.0,36.93333333333333,-0.416736543178558,9.0,76.0,67.9,58.3051916421903,14.26,0.498692989349365,6.0,,,4.01,9.4,1.733,1.7463999999999997,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2015,89.7,1.35649770065177,1181188.0,,-0.944427311420441,9.0,17.619047164917,-15.7184889292204,-2267608962.93737,100.0,100.0,6.6520000024298,4898081700.51801,7.27006584373785,2121.01339097363,1960.0,,-0.554749190807343,8.0,100.0,100.0,51.8460643954901,18.2,0.53887152671814,6.0,,,2.79,9.59,2.006,2.006,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2016,89.0,1.49602039,1220201.0,,-0.986850142478943,9.0,14.7619047164917,-8.70356040600564,-1384954199.53442,114.1,121.4,10.4579999987358,5284450716.02575,7.02283625501138,2303.22156035363,2110.0,37.86666666666667,-0.432250291109085,8.0,94.5,97.2,41.8824634642904,21.87,0.524906516075134,6.0,,,2.03,8.1,2.634,2.6369999999999996,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2017,93.6,1.473259309,1196041.0,,-0.966396510601044,9.0,15.7142858505249,-7.37970657985848,-1259801184.32608,130.4,124.9,10.4579999987358,5284450716.02575,6.8925308726989,2432.43059478511,2240.0,38.33333333333333,-0.416755855083466,8.0,99.8,98.2,41.8824634642904,25.5104,0.394012778997421,6.0,,,1.95,8.27,3.268,3.268,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2018,92.9,0.911447,1009414.0,,-0.997348785400391,9.0,15.2380952835083,-9.08923603390851,-1648936579.07612,144.6,125.2,10.4579999987358,5284450716.02575,6.24796000755872,2545.1075420815,2460.0,38.8,-0.723394215106964,8.0,110.0,102.9,41.8824634642904,36.3,0.407969743013382,6.0,,,1.75,8.26,2.897,2.8562,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2019,98.4,0.910194,979307.0,,-1.07688283920288,9.0,12.8571424484253,-7.04124343564555,-1319568557.30593,158.2,148.8,,,5.4577350924848,2589.32081035237,2520.0,38.8,-0.816677272319794,8.0,110.2,105.3,,47.0323,0.530352234840393,5.0,,,2.72,8.69,2.531,2.4444,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2020,99.3,4.5140582,386950.0,,-1.08315575122833,8.0,14.7619047164917,-1.60378619154944,-304427571.510195,167.8,161.7,,,0.503031829018681,2583.77730696131,2470.0,38.8,-0.739336550235748,7.0,94.4,93.2,,54.0,0.693948686122894,4.0,,,2.72,8.69,2.349,2.0326,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2021,100.0,8.1179224,157293.0,,-1.05511438846588,8.0,15.2380952835083,2.29262780940357,431636442.937926,210.7,115.3,,,2.52835100486102,2526.05105018529,2500.0,,-0.616476833820343,8.0,109.3,92.1,,62.0,0.712538421154022,4.0,,,2.49,8.74,2.08,1.6208,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2022,100.0,11.7217866,461727.244,,-0.96577924489975,8.0,19.8113212585449,-2.96567805589964,-458754368.301959,230.2,93.1,,,2.70742652643155,2046.40440255621,2300.0,,-0.597129583358765,8.0,126.9,93.0,,62.7001,0.789451360702515,4.0,,,2.49,8.45,1.209,1.209,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2023,96.5,11.7217866,842280.306,,-0.973836362361908,8.0,19.8113212585449,2.55329592767602,404522650.101508,234.6,114.7,,,3.74568140158232,2066.94979776957,2110.0,,-0.6432785987854,8.0,132.1,100.7,,63.6255,0.814461767673492,4.0,,,2.49,8.45,1.186,1.209,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2024,96.5,11.7217866,842280.306,,-0.973836362361908,8.0,19.8113212585449,3.21986797869176,531372659.118877,234.6,114.7,,,4.13019264436937,2123.97909415109,2000.0,,-0.6432785987854,8.0,132.1,100.7,,63.6255,0.814461767673492,4.0,,,2.49,8.45,1.174,1.209,BRI - Southeast Asia,BRI Treatment Group
Lao PDR,LAO,2025,96.5,,842280.306,,-0.973836362361908,8.0,19.8113212585449,3.21986797869176,531372659.118877,234.6,114.7,,,4.13019264436937,2123.97909415109,2000.0,,-0.6432785987854,8.0,132.1,100.7,,63.6255,0.814461767673492,4.0,,,,,1.187,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2001,43.0,0.882,398216.0,,-1.30302631855011,4.0,3.17460322380066,-2.34635994742259,-151992286.186462,20.6322623492,31.6611951944,,,11.3439970699605,141.525660705722,190.0,,-1.337557554245,4.0,16.8744632801,32.4378289127,,0.000289277,-1.40995764732361,4.0,1185.0,4447.0,4.47,4.11,0.689,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2002,47.0,1.988,1186162.0,,-1.30302631855011,4.0,3.17460322380066,1.41024552018482,95581258.8761711,26.3782724298,43.1132026783,,,12.0255134340315,146.598390364449,170.0,,-1.337557554245,4.0,13.7626664919,26.5343102165,,0.000426494,-1.40995764732361,4.0,1185.0,4804.0,4.47,4.11,0.685,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2003,45.1,2.078,1117208.0,,-1.47258913516998,5.0,1.58730161190033,-0.182395916009129,-19091581.1234572,21.5104822966,30.3782374424,,,13.8439968903798,224.292688912409,190.0,,-1.29273951053619,4.0,12.2576709633,21.9071156755,,0.0240641,-1.15374350547791,4.0,1014.0,4284.0,4.44,4.11,0.686,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2004,46.2,2.463,1392244.0,,-1.64990055561066,6.0,0.492610841989517,1.04340168282983,110259950.055115,20.6100378038,26.9727675402,,,13.5646616163416,224.508811413327,230.0,,-1.5750937461853,5.0,12.8748423152,20.5443445183,,0.0243374,-0.984741389751434,5.0,885.0,4163.0,4.3,4.11,0.677,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2005,47.3,2.722,1503624.0,170000.0,-1.54068303108215,6.0,0.487804889678955,4.85379033880321,581822509.164658,34.2,35.8,,,13.5689500216456,252.685193060728,280.0,,-1.53674149513245,5.0,11.5,14.6,,0.0652389,-0.899246156215668,5.0,885.0,4163.0,4.3,2.93,0.672,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2006,48.4,2.788,1620895.0,170000.0,-1.65977263450623,6.0,0.487804889678955,5.47410687810815,793885290.131149,40.9,42.4,,,13.0761013792372,303.495087119254,300.0,,-1.47461295127869,6.0,15.4,18.1,,0.182048,-0.850372433662415,5.0,885.0,4163.0,4.22,2.93,0.676,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2007,49.5,2.867,1662866.0,170000.0,-1.62557423114777,6.0,0.485436886548996,6.84128559608505,1380740924.81006,56.8,55.9,,,11.9914352402146,419.375780725042,360.0,,-1.49425947666168,6.0,19.6,21.2,,0.217128,-1.06611335277557,5.0,,,4.05,2.93,0.684,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2008,50.6,2.83,1637923.0,180000.0,-1.61574602127075,6.0,0.970873773097992,3.91377460527001,1247028551.03206,62.7,52.4,,,10.2553053929808,658.442487229705,490.0,,-1.54291808605194,6.0,25.7,23.7,,0.22,-1.09180378913879,5.0,,,3.93,2.93,0.7,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2009,51.8,2.614,1527346.0,163692.0,-1.65966737270355,6.0,0.478468894958496,2.67166530648619,986009643.900037,60.8,69.2,,,10.5500090961932,758.442935789255,660.0,,-1.6242733001709,6.0,26.3,29.1,,0.22,-1.2944188117981,5.0,,,3.705,2.9400000000000004,0.712,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2010,48.8,2.06226,924207.0,335346.0,-1.67280876636505,6.0,0.476190477609634,3.17749475847855,1574156747.26505,76.3,82.7,,,9.6344394520444,1010.53417343401,880.0,,-1.62764239311218,6.0,23.4,23.9,,0.25,-1.28592801094055,5.0,,,3.48,2.95,0.725,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2011,54.1,3.53038,1539676.0,380675.0,-1.59468901157379,7.0,0.947867274284363,-2.60285417206877,-1561122334.3245,84.9,78.7,,,5.59148237823661,1213.62898703376,1040.0,,-1.60698401927948,6.0,53.7,45.7,,0.98,-1.11109840869904,5.0,,,3.25,2.95,0.749,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2012,55.3,3.82987504054834,1663425.4345762,474300.0,-1.06979167461395,9.0,13.7440757751465,-2.1015900196755,-1259646752.3723,81.5,78.1,,,7.33267044704149,1202.6658960055,1170.0,,-1.47650003433228,7.0,55.4,47.7,,1.4,-0.943674981594086,6.0,,,4.77,4.86,0.768,3.868,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2013,56.5,2.861556,1572120.0,567156.0,-1.00620079040527,11.0,16.1137447357178,-0.644739708349136,-388582899.831015,96.3,88.2,,,8.42600102501767,1199.09561597055,1260.0,38.1,-1.5093686580658,9.0,72.1,62.8,,1.8,-1.14037239551544,8.0,,,4.77,4.07,0.775,3.868,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2014,52.0,3.90162,1926969.0,716926.0,-0.884396433830261,12.0,20.1923084259033,-3.78673335134624,-2481498402.81779,103.1,92.2,,,8.16990745558277,1293.00042319714,1260.0,38.1,-1.29918825626373,10.0,91.7,80.2,,7.4,-1.08758068084717,8.0,,,3.425,3.8150000000000004,0.763,3.868,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2015,60.5,3.3857879,2095503.0,827249.0,-0.853926837444305,12.0,21.4285717010498,-5.216017222236,-3109126533.41224,100.0,100.0,,,6.99284029026121,1166.73305547935,1230.0,38.1,-1.29010629653931,10.0,100.0,100.0,,10.9,-1.16666913032532,8.0,,,2.08,3.56,0.766,0.766,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2016,55.6,5.065285902,2741388.0,1026216.0,-0.641822934150696,12.0,31.4285717010498,-3.03174958693432,-1919047827.97293,105.0,112.3,,,5.86247291518572,1229.19713491328,1230.0,34.4,-1.0119286775589,9.0,94.6,96.4,,16.0,-0.808124959468842,7.0,,,2.48,4.1975,1.058,1.061,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2017,69.8,4.83393550069972,3149037.0,1043469.0,-0.590482652187347,12.0,32.3809509277344,-7.44369978732039,-4916790033.35814,123.1,121.9,,,6.13610824360305,1272.82241815234,1230.0,30.7,-1.08614337444305,9.0,114.8,113.5,,23.6211,-1.08409464359283,7.0,,,2.88,4.835,1.356,1.356,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2018,66.1,4.74216559835534,3407788.43290303,1104101.0,-0.612662672996521,12.0,30.0,-3.77415133295651,-2561158568.90545,148.2,138.8,,,6.26886221471075,1298.21310327675,1310.0,30.7,-1.09144246578217,9.0,116.8,109.3,,29.379,-1.26697564125061,7.0,,,3.2800000000000002,5.4725,0.767,0.767,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2019,68.3,8.30683,3701663.849,1128353.0,-0.644901871681213,12.0,30.0,0.090215657848436,67720479.4120727,159.4,161.3,,,6.57911006765414,1425.98954241668,1380.0,30.7,-1.18584144115448,9.0,112.4,109.2,,36.5405,-1.33050167560577,7.0,,,3.68,6.11,0.407,0.407,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2020,70.4,1.242318,1506581.713,1095247.0,-0.679686844348907,11.0,27.1428565979004,0.090215657848436,67720479.4120727,148.1,157.7,,,-9.04834717984643,1490.21683599469,1320.0,,-1.01606965065002,8.0,108.5,111.0,,45.4477,-1.5117404460907,6.0,,,3.375,6.02,1.476,1.476,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2021,72.5,18.36186366,1132655.764,694016.0,-1.04822087287903,10.0,15.7142858505249,0.090215657848436,67720479.4120727,135.2,98.4,,,-12.0163724829177,1242.7213439951,1240.0,,-1.41513621807098,7.0,86.6,73.6,,56.5261,-2.08407926559448,6.0,,,3.07,5.93,4.34,1.476,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2022,73.6,6.42445,2491745.0,846426.0,-1.15152585506439,9.0,12.7358493804932,,,155.2,89.0,,,4.0374934360085,1158.05005055976,1280.0,,-1.68502449989319,6.0,104.5,73.1,,58.0112,-2.19571399688721,6.0,,,2.98,5.94,3.063,1.476,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2023,76.8,9.93088,3541244.0,846426.0,-1.21649932861328,8.0,11.7924528121948,,,130.9,84.1,,,0.958446625126115,1233.19666209269,1220.0,,-1.75280201435089,6.0,99.4,76.4,,58.5357,-2.12527012825012,6.0,,,2.98,5.94,2.977,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2024,76.8,9.93088,3541244.0,846426.0,-1.21649932861328,8.0,11.7924528121948,,,130.9,84.1,,,-0.97204641363362,1359.05001560107,1210.0,,-1.75280201435089,6.0,99.4,76.4,,58.5357,-2.12527012825012,6.0,,,2.98,5.94,2.887,,BRI - Southeast Asia,BRI Treatment Group
Myanmar,MMR,2025,76.8,9.93088,3541244.0,,-1.21649932861328,8.0,11.7924528121948,,,130.9,84.1,,,-0.97204641363362,1359.05001560107,1210.0,,-1.75280201435089,6.0,99.4,76.4,,58.5357,-2.12527012825012,6.0,,,,,3.047,,BRI - Southeast Asia,BRI Treatment Group
Pakistan,PAK,2001,73.9,371.228,6011849.0,878892.0,-0.955985903739929,4.0,20.1058197021484,1.93318034244488,1878000000.0,41.8214561761,66.5526557815,13.3493734437813,10322860872.5524,3.65135017083765,609.939506905073,530.0,28.7,-0.549481332302094,4.0,23.0732657142,60.1136549154,12.9510350567841,1.31855,-1.63767862319946,4.0,4520.0,19589.0,20.34,20.62,0.611,6.88,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2002,74.9,346.88,4141009.0,833225.5,-0.955985903739929,4.0,20.1058197021484,3.93573326208505,3854000000.0,44.8772564112,74.6207896479,13.128090490822,11029069178.3046,2.59481668445784,599.937345723927,600.0,29.433333333333334,-0.549481332302094,4.0,25.432439778,65.7123362983,11.8660490591242,2.57743,-1.63767862319946,4.0,4573.0,20782.0,17.37,17.39,0.615,7.83,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2003,76.0,346.607,4522110.0,787559.0,-0.804457187652588,7.0,24.3386249542236,3.17962013910419,3573000000.0,54.0084403506,83.8321680467,25.8472127021002,13669643162.0283,5.40131087314342,672.44178669894,640.0,30.166666666666664,-0.586459815502167,5.0,29.5191088609,66.611594396,12.4855146143016,5.04116,-1.54904592037201,5.0,4813.0,22306.0,16.98,16.72,0.612,7.49,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2004,77.0,402.035,5097477.0,1269373.0,-1.17881202697754,9.0,10.837438583374,-0.617928012719509,-817000000.0,60.5682249229,87.8605389898,-1.35385044970403,15103000000.0,7.83125556961251,771.902247348954,740.0,30.9,-0.543261051177979,6.0,40.6380184713,81.7072173905,13.3853645017194,6.16432,-1.58287799358368,6.0,4796.0,23045.0,16.17,13.02,0.598,7.4,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2005,78.1,407.926,5364134.0,1686355.0,-1.06204557418823,11.0,14.6341466903687,-2.48346235681318,-3606200000.0,72.7,104.9,17.5893458904921,17790723344.6096,7.2765744364722,827.619861189926,830.0,31.3,-0.457726120948792,8.0,57.4,102.2,17.6266523028659,6.33233,-1.75138831138611,6.0,5014.0,24238.0,14.72,13.01,0.583,7.05,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2006,79.1,426.991,5714831.0,1776939.0,-0.818344295024872,14.0,22.4390239715576,-4.16812395772995,-6747000000.0,76.6,108.0,11.1106199298696,20313153770.8457,6.05163767569996,900.873564984808,890.0,30.5,-0.383815377950668,10.0,67.5,109.2,20.5007727406812,6.5,-2.02467846870422,7.0,5907.0,25621.0,14.86,12.77,0.582,0.582,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2007,80.2,313.872,5439144.0,1935882.0,-0.818873345851898,14.0,21.8446598052979,-4.50796175781862,-8301000000.0,80.8,110.1,3.06038739132875,21406517114.1039,4.4448143398844,998.090114197524,940.0,29.7,-0.489426851272583,10.0,73.8,108.1,19.1628048720082,6.8,-2.43270516395569,7.0,5454.0,26446.0,14.97,12.23,0.398,0.398,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2008,81.4,319.796,5605758.0,1938001.0,-0.899149179458618,14.0,19.4174766540527,-7.74194351471585,-15654500000.0,92.0,111.4,2.3838855144088,24013343672.3078,2.1204410433083,1067.04324565284,1000.0,29.4,-0.73821085691452,10.0,95.8,109.6,22.4731455329041,7.0,-2.5730094909668,7.0,6187.0,24731.0,14.06,9.7,0.423,0.423,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2009,82.5,303.905,5303268.0,2058056.0,-1.07562577724457,14.0,13.8755979537964,-2.13167355660601,-3993430000.0,79.3,102.5,-5.61529116111744,23213002701.9693,3.47255059567348,963.788066395225,1020.0,29.1,-0.812300384044647,10.0,71.7,98.5,20.9358990809684,7.5,-2.644526720047,7.0,4710.333333333333,23360.333333333332,14.72,9.88,0.535,0.535,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2010,87.1,332.957297192,6588114.0,2224000.0,-1.08961069583893,14.0,13.8095235824585,-0.688324235118166,-1354000000.0,96.9,110.3,7.85407898173813,24858636642.8718,1.50171752152883,987.304571124485,1000.0,28.8,-0.775662660598755,10.0,85.6,103.3,19.3517774869368,8.0,-2.67593312263489,7.0,3233.6666666666665,21989.666666666668,14.79,10.2,0.653,0.653,BRI - South Asia,BRI Treatment Group
Pakistan,PAK,2011,87.8,297.683519787229,7940545.07551206,2300000.0,-1.08339202404022,15.0,15.1658763885498,-0.957124213324854,-2207000000.0,114.9,110.6,2.77757698867076,31088962295.1378,2.68011685421705,1131.73513834324,1020.0,29.7,-0.833723247051239,10.0,99.6,97.1,18.8800834134221,8.0,-2.81003546714783,8.0,1757.0,20619.0,14.39,9.74,0.796,0.796,BRI - South Asia,BRI Treatment Group
