country,electricity_access,air_freight,air_passengers,container_traffic,corr_control_est,corr_control_n,corr_control_rank,cab_gdp_pct,cab_usd,export_value_idx,export_volume_idx,exports_growth,exports_usd,gdp_growth,gdp_pc,gni_pc_atlas,gini,gov_eff_est,gov_eff_n,import_value_idx,import_volume_idx,imports_gdp_pct,internet_users_pct,pol_stab_est,pol_stab_n,rail_freight,rail_passengers,tariff_applied_pct,tariff_mfn_pct,unemp_ilo,unemp_national,region,did_group,country_code
Cambodia,"[9.5, 13.1, 19.3, 14.2, 20.5, 27.5, 20.2, 26.4, 25.6, 31.1, 37.4, 42.3, 50.9, 56.1, 62.7, 68.8, 89.1, 80.7, 84.0, 86.4, 82.5, 92.3, 95.0, 95.0, 95.0]","[4.087, 4.087, 3.265, 3.143, 1.202, 1.111, 2.03, 0.661, 0.987, 0.022663075938342, 0.0951600512, 0.0681726118818161, 1.07095376052747, 1.75384, 2.30126, 1.441695, 0.876, 0.67645, 0.68860716, 1.81366864, 2.9387301200000002, 4.0637916, 2.441464, 2.441464, 2.441464]","[124847.0, 124847.0, 164515.0, 162132.0, 168810.0, 256160.0, 307782.0, 211281.0, 183503.0, 277725.054297226, 499981.517962547, 508688.509386018, 615123.328003715, 1071179.0, 1103880.0, 1047394.0, 1305297.0, 1411059.0, 1429503.73046387, 609564.382, 50217.459, 388564.002, 675283.0, 675283.0, 675283.0]","[nan, nan, nan, nan, 253271.0, 253271.0, 253271.0, 258775.0, 207577.0, 222928.0, 237941.0, 255378.0, 286450.0, 330000.0, 392000.0, 400187.0, 459835.0, 537107.0, 639211.0, 641842.0, 732387.0, 732387.0, 732387.0, nan, nan]","[-0.990784227848053, -0.990784227848053, -0.989836037158966, -1.05834627151489, -1.22373998165131, -1.26038551330566, -1.15168952941895, -1.24171054363251, -1.18124008178711, -1.24900782108307, -1.25564956665039, -1.08068156242371, -1.06403398513794, -1.14717364311218, -1.15356171131134, -1.30162787437439, -1.31654536724091, -1.35710227489471, -1.32349991798401, -1.27204155921936, -1.19797551631927, -1.24161159992218, -1.29921674728394, -1.29921674728394, -1.29921674728394]","[3.0, 3.0, 5.0, 6.0, 10.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[17.4603176116943, 17.4603176116943, 14.2857141494751, 14.2857141494751, 10.2439022064209, 7.31707334518433, 10.6796112060547, 5.33980560302734, 9.56937789916992, 6.1904764175415, 5.21327018737793, 13.2701425552368, 12.7962083816528, 11.5384616851807, 11.4285717010498, 9.0476188659668, 9.0476188659668, 8.5714282989502, 9.5238094329834, 10.4761905670166, 11.4285717010498, 9.90566062927246, 9.43396186828613, 9.43396186828613, 9.43396186828613]","[-2.11975415828821, -2.38394601973682, -4.6255631414654, -3.10902285879404, -4.34447481248578, -2.80064293867027, -4.17983206597175, -6.73529622284658, -5.92994303077878, -7.10406918806883, -6.3986617266464, -6.80261456302101, -6.54160754946616, -6.55176399019618, -6.61221348694338, -6.52773923371676, -6.1566420507123, -8.7358230451204, -7.99991923360397, -1.00006150750614, -29.6082488651911, -18.9575920517337, 1.30468362030439, 0.492098922813656, 0.492098922813656]","[-87877926.7863017, -107306836.844281, -233437993.673334, -182913053.551248, -306993470.02624, -233868557.25949, -423329899.805659, -819975437.40798, -741414916.56002, -980977704.338841, -1025873249.21647, -1212670581.62299, -1295705055.03438, -1444104699.161, -1598447753.50057, -1733542017.09541, -1807323271.66878, -2895566486.60116, -2934798883.17741, -348202154.743794, -10892923222.489, -7582000401.47853, 552346250.599386, 228100876.765877, 228100876.765877]","[17.5543293618, 22.5111484582, 24.793870227, 32.7541307291, 36.1, 43.2, 47.8, 55.1, 49.1, 60.2, 78.5, 91.4, 78.1, 80.0, 100.0, 117.9, 132.0, 148.7, 173.5, 207.5, 226.0, 263.2, 274.6, 274.6, 274.6]","[21.0360197696, 26.7836381167, 29.2102247279, 37.9218446111, 42.7, 49.9, 54.2, 60.3, 54.5, 65.8, 76.2, 86.8, 75.9, 78.3, 100.0, 119.0, 134.1, 150.6, 177.0, 202.6, 215.1, 240.6, 246.3, 246.3, 246.3]","[17.846896828423, 13.7060263128346, 9.77634053259983, 30.1726609769893, 18.7885882576693, 19.3127329675137, 11.3261389205511, 15.7605419629893, -7.96453717563855, 19.9833887273962, 19.1180870324018, 14.8187951009155, 14.6470306416617, 11.0573051807198, 8.62482697495832, 8.70586418490906, 6.88352792108134, 6.8929419329597, 12.3444528821985, -12.2130815606546, 6.1422568614574, 21.3394679976063, -0.367779562977617, 14.4415893114104, 14.4415893114104]","[2121742524.00612, 2439168009.42048, 2736752434.9334, 3578124691.83079, 4313261450.65364, 5400482920.00244, 6191862457.21397, 7521137176.17915, 5777715035.42259, 6935619206.60821, 8003673660.63817, 9498870541.58195, 11214912043.9009, 12481981424.1486, 13532995573.0072, 14986346465.4653, 16527255663.0116, 18386489552.4053, 20340881132.781, 20863615890.1823, 26621743091.289, 28878876682.0659, 28319442900.3223, 33078910281.3995, 33078910281.3995]","[7.38971065070517, 6.26507280509637, 10.2836813071691, 9.45769481103929, 13.3033338358455, 10.9433600681694, 10.398458101201, 7.47636606631011, 4.07477850599065, 5.07691843229247, 7.28665813879552, 7.65025657870362, 7.8574997554252, 8.00032074618566, 7.20703472529512, 7.90550116130704, 8.07503915535979, 8.77622376224463, 7.93695013588524, -3.55572193406549, 3.08984284148661, 5.12990110773977, 5.00733043811898, 5.97510939607335, 5.97510939607335]","[327.500984314444, 350.147276634294, 386.691123931778, 444.199067529081, 525.797325120926, 612.252648550727, 731.692295125426, 866.283999789749, 875.748936193569, 952.274616324008, 1088.98152823081, 1192.80263041673, 1305.6600972686, 1431.56396469993, 1547.32010444393, 1675.19555711109, 1826.35391688754, 2036.67377566578, 2225.87705485686, 2081.73914242939, 2167.40324198499, 2325.03050040841, 2429.74853452838, 2627.87969756224, 2627.87969756224]","[310.0, 320.0, 370.0, 430.0, 510.0, 580.0, 670.0, 780.0, 840.0, 910.0, 990.0, 1110.0, 1230.0, 1330.0, 1430.0, 1550.0, 1690.0, 1920.0, 2100.0, 2050.0, 2120.0, 2270.0, 2390.0, 2550.0, 2550.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[-0.807996273040771, -0.807996273040771, -0.918026566505432, -0.907455146312714, -1.00211262702942, -0.981054723262787, -0.912372171878815, -1.00112020969391, -0.960240483283997, -0.96263325214386, -0.872488141059875, -0.821808159351349, -0.914554417133331, -0.698889017105103, -0.742889702320099, -0.741827428340912, -0.695688724517822, -0.599801898002625, -0.623299896717072, -0.450370341539383, -0.474705845117569, -0.351413905620575, -0.305874288082123, -0.305874288082123, -0.305874288082123]","[3.0, 3.0, 3.0, 4.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0]","[15.7911787815, 17.4803975272, 19.3049045888, 24.0810951749, 29.3, 35.3, 40.6, 48.7, 43.8, 51.3, 69.6, 85.3, 72.2, 80.8, 100.0, 93.5, 108.0, 132.2, 153.2, 144.4, 215.4, 224.7, 183.7, 183.7, 183.7]","[25.8999038127, 29.6476126823, 30.3161279767, 34.7636698742, 34.5, 40.0, 43.3, 46.3, 45.7, 49.3, 57.0, 72.8, 62.6, 71.5, 100.0, 92.9, 103.2, 121.3, 144.5, 138.0, 177.0, 166.3, 138.2, 138.2, 138.2]","[60.5919660427045, 64.0806115959488, 65.846345075958, 70.5331236862783, 72.5120489103296, 75.6764049872155, 72.5634368325363, 68.614724994177, 56.0769540065406, 59.7718577537062, 59.8693279024614, 63.4552308316603, 68.2669869941146, 67.8253604970058, 66.1283765029746, 66.2727178808437, 64.8553976265984, 62.9662580564288, 60.289811099536, 62.1835984056075, 73.8188118661646, 73.6665720833071, 67.3141763407136, 72.0834255374222, 72.0834255374222]","[0.0769561, 0.226983, 0.26057, 0.300437, 0.317322, 0.468357, 0.49, 0.51, 0.53, 1.26, 3.1, 4.94, 6.0, 14.0, 6.43319, 32.3985, 32.9003, 42.6031, 52.3059, 53.6508, 57.9592, 59.6606, 60.7171, 60.7171, 60.7171]","[-0.72216534614563, -0.72216534614563, -0.652008533477783, -0.407748281955719, -0.393915474414825, -0.345979183912277, -0.363606303930283, -0.298690915107727, -0.560373842716217, -0.50098443031311, -0.304419666528702, -0.103577204048634, -0.136436149477959, 0.0231748018413782, 0.0633481442928314, 0.206190809607506, 0.0935096517205238, 0.110921673476696, -0.0754886493086815, -0.209065958857536, -0.131522253155708, -0.0980230420827866, 0.0444938205182552, 0.0444938205182552, 0.0444938205182552]","[3.0, 3.0, 3.0, 4.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0]","[92.0, 92.0, 92.0, 92.0, 92.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[33.0, 39.0, 45.0, 45.0, 45.0, 45.0, 45.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[16.74, 16.28, 16.26, 15.175, 14.09, 13.73, 12.42, 12.36, 12.76, 13.16, 12.26, 12.36, 10.2, 8.04, 10.245, 12.45, 11.3875, 10.325, 9.2625, 8.2, 7.72, 12.31, 12.31, 12.31, nan]","[16.49, 16.28, 16.47, 13.774999999999999, 11.08, 10.86, 11.68, 11.42, 10.46, 9.5, 8.94, 9.08, 8.71, 8.34, 9.055, 9.77, 9.7325, 9.695, 9.657499999999999, 9.62, 8.66, 7.2, 7.2, 7.2, nan]","[0.778, 0.862, 0.909, 1.004, 1.061, 1.16, 1.257, 0.825, 0.579, 0.771, 0.577, 0.505, 0.438, 0.692, 0.393, 0.716, 0.141, 0.129, 0.119, 0.172, 0.396, 0.245, 0.256, 0.254, 0.263]","[2.055, 1.4820000000000002, 0.909, 7.53, 5.439, 3.348, 1.257, 0.825, 0.579, 0.771, 0.577, 1.279, 0.438, 0.692, 0.393, 0.716, 0.141, 0.31999999999999995, 0.499, 0.172, 0.396, 0.326, 0.256, 0.256, 0.256]","['BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia', 'BRI - Southeast Asia']","['BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group', 'BRI Treatment Group']",KHM
China,"[97.0, 97.2, 97.4, 97.7, 97.9, 98.2, 98.5, 98.8, 99.1, 99.7, 99.9, 99.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[4232.312, 5013.505, 5650.63, 7024.25, 7579.401, 7692.205, 11189.538, 11386.055, 11976.438, 17193.8774, 16764.869, 15568.753, 16053.7331, 17822.581, 19805.63, 21304.5851, 23323.6147, 25256.2071, 25394.5878, 19264.2436, 20961.2116, 18964.4442, 26170.3716, 26170.3716, 26170.3716]","[72660653.0, 83671798.0, 86040642.0, 119789024.0, 136721623.0, 158013351.0, 183613132.0, 191001220.0, 229062099.0, 266293020.0, 292160158.0, 318475924.0, 352795296.0, 390878784.0, 436183969.0, 487960477.0, 551234509.0, 611439830.0, 659629070.0, 417255845.0, 440301216.0, 250754113.0, 619215886.0, 619215886.0, 619215886.0]","[44726084.0, 55717488.0, 61898336.0, 74725444.0, 67245263.0, 84810503.0, 103823024.0, 115941970.0, 108799933.7248, 135917800.0, 151800937.0, 165939400.0, 176607144.0, 187291913.0, 195509165.0, 202830580.0, 218712874.0, 229127700.0, 237570000.0, 240480000.0, 256945700.0, 268990000.0, 268990000.0, 268990000.0, nan]","[-0.557897567749023, -0.557897567749023, -0.395265489816666, -0.565061569213867, -0.617887735366821, -0.51888769865036, -0.599234640598297, -0.526307642459869, -0.519456624984741, -0.570009887218475, -0.514727592468262, -0.438275933265686, -0.355887651443481, -0.337719589471817, -0.299921870231628, -0.268094301223755, -0.291626125574112, -0.286848217248917, -0.312614381313324, -0.0710281431674957, 0.0302335843443871, 0.0160636715590954, -0.0053701046854257, -0.0053701046854257, -0.0053701046854257]","[7.0, 7.0, 8.0, 10.0, 10.0, 11.0, 12.0, 12.0, 12.0, 13.0, 14.0, 14.0, 13.0, 11.0, 11.0, 12.0, 12.0, 12.0, 11.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0]","[35.9788360595703, 35.9788360595703, 43.9153442382812, 33.4975357055664, 32.1951217651367, 37.073169708252, 32.5242729187012, 36.4077682495117, 36.8421058654785, 33.8095245361328, 36.9668235778809, 41.2322273254395, 45.0236968994141, 45.6730766296387, 47.1428565979004, 47.1428565979004, 46.1904754638672, 45.238094329834, 43.8095245361328, 52.8571434020996, 56.1904754638672, 55.1886787414551, 54.2452812194824, 54.2452812194824, 54.2452812194824]","[1.28417196444636, 2.37759984341841, 2.55665409110255, 3.47450259619584, 5.71199843031159, 8.30532573537482, 9.79958953536146, 9.0108699631763, 4.68740638141982, 3.84025673415249, 1.77399724587567, 2.48328422404793, 1.52111320885029, 2.21130586371267, 2.59752794949746, 1.67018709565351, 1.50488723669315, 0.170563391928727, 0.706790487310518, 1.65930095801393, 1.93875176197337, 2.42059259149418, 1.4415829879426, 2.2616499482671, 2.2616499482671]","[17401000000.0, 35421997979.6472, 43051582861.334, 68940960688.562, 132378493766.399, 231843041064.413, 353182677237.315, 420568516143.544, 243256567919.618, 237810389607.954, 136096761577.55, 215391747469.441, 148203949879.877, 236046577873.629, 293022317035.547, 191337035941.993, 188676126121.161, 24130909184.4985, 102909876008.387, 248835643936.04, 352885754634.63, 443374257116.429, 263382353368.19, 423919214716.3, 423919214716.3]","[11.704497269, 14.3215563167, 19.2757496483, 26.0978381917, 33.5, 42.6, 53.7, 62.9, 52.9, 69.4, 83.5, 90.1, 97.2, 103.0, 100.0, 92.3, 99.6, 109.4, 109.9, 113.9, 145.9, 155.9, 148.6, 148.6, 148.6]","[16.2161415147, 20.4979117464, 27.0212190842, 33.5330800134, 41.9, 51.2, 61.3, 66.6, 59.6, 76.4, 83.1, 87.7, 95.1, 100.6, 100.0, 101.4, 108.6, 113.1, 115.3, 118.5, 139.0, 136.1, 140.2, 140.2, 140.2]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[272060010515.89, 333002310923.451, 447958253781.62, 607356934124.72, 773339005396.99, 991731387760.501, 1258056795940.68, 1497868782939.59, 1262664161019.72, 1654823329663.86, 2006308960976.47, 2175069254663.85, 2354264539609.2, 2462825804851.16, 2362097053274.6, 2199974853570.14, 2424216052098.35, 2655609176087.45, 2628941104657.6, 2729884575163.89, 3554107780957.44, 3717887818646.97, 3490089712362.99, 3753056083349.04, 3753056083349.04]","[8.31263887091522, 9.24339326638321, 10.1181928640117, 10.1314073631003, 11.458238455067, 12.6746751655235, 14.1499854947127, 9.67024588602851, 9.40269972778044, 10.5962719761682, 9.4613358870736, 7.85617427055587, 7.77872409446717, 7.46190028229434, 6.97878002657477, 6.77555562837017, 6.8912663621211, 6.75671800166833, 6.06850235053705, 2.34018843078414, 8.57008513166322, 3.1341888719577, 5.41484330099675, 4.9773565917572, 4.9773565917572]","[1065.40597574519, 1163.55957673426, 1306.97245408557, 1530.92726215723, 1777.64496828464, 2129.25696999613, 2734.72709877693, 3523.44302065213, 3898.24459158811, 4629.24551710077, 5703.76027973346, 6405.0574241349, 7147.03518622344, 7781.06597484974, 8175.33285077393, 8254.86859320357, 8979.67652709856, 10085.6638148819, 10342.9009524335, 10627.4637989619, 12887.4357242941, 12970.6056414327, 12951.1782397043, 13303.1481543868, 13303.1481543868]","[1020.0, 1130.0, 1300.0, 1530.0, 1790.0, 2090.0, 2550.0, 3140.0, 3740.0, 4410.0, 5130.0, 6010.0, 6860.0, 7600.0, 8040.0, 8360.0, 8830.0, 9720.0, 10510.0, 10740.0, 12220.0, 13170.0, 13750.0, 13660.0, 13660.0]","[42.0, 42.0, 41.63333333333333, 41.266666666666666, 40.9, 41.6, 42.3, 43.0, 43.35, 43.7, 42.4, 42.2, 39.7, 39.2, 38.6, 38.5, 39.1, 38.5, 38.2, 37.1, 35.7, 36.0, 36.0, 36.0, nan]","[-0.123097203671932, -0.123097203671932, -0.147587299346924, -0.109930388629436, -0.140640497207642, 0.0357880145311356, 0.165997371077538, 0.165779024362564, 0.0932420492172241, 0.0918448567390442, 0.0836087092757225, 0.0153677640482783, -0.0051206895150244, 0.354851633310318, 0.417423009872437, 0.356383770704269, 0.416875630617142, 0.496678441762924, 0.544862508773804, 0.643971681594849, 0.80791163444519, 0.494212538003922, 0.679014027118683, 0.679014027118683, 0.679014027118683]","[6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]","[14.5009484603, 17.5741828524, 24.5753962638, 33.4151203297, 39.3, 47.1, 56.9, 67.4, 59.9, 83.1, 103.8, 108.3, 116.1, 116.7, 100.0, 94.5, 109.8, 127.2, 123.7, 123.0, 159.5, 161.1, 152.2, 152.2, 152.2]","[20.7581731318, 24.5678926039, 33.9478895718, 41.3239766992, 46.1, 53.7, 61.1, 63.4, 65.2, 79.6, 86.6, 90.7, 99.1, 102.1, 100.0, 103.7, 112.9, 120.2, 120.2, 126.1, 135.6, 125.9, 129.5, 129.5, 129.5]","[18.0049595688389, 19.8426189671605, 24.4751062787292, 28.0306177944035, 27.9912771909315, 28.0427329939926, 26.3597683811527, 24.6186193981779, 20.0889926205716, 23.1313270836509, 23.7939443304884, 22.4035087488717, 21.7526982889717, 20.9964797865269, 17.7581206128298, 16.9735199564368, 17.6152224500872, 18.1238645885338, 17.1437133141341, 15.8353686179759, 16.9944489517585, 17.1429881849654, 17.0027206530128, 17.1755035026016, 17.1755035026016]","[2.63965, 4.5957, 6.2, 7.3, 8.52326, 10.5232, 16.0, 22.6, 28.9, 34.3, 38.3, 42.3001, 45.8, 47.9, 50.3, 53.2, 54.3, 59.2, 64.0809, 70.0528, 73.0532, 75.6113, 90.6, 92.0, 92.0]","[-0.327627182006836, -0.327627182006836, -0.56535792350769, -0.39068067073822, -0.501756608486176, -0.540030121803284, -0.500553727149963, -0.49308842420578, -0.451781332492828, -0.65706068277359, -0.602054834365845, -0.538782060146332, -0.543789923191071, -0.522584021091461, -0.552559673786163, -0.502221345901489, -0.232558101415634, -0.298572480678558, -0.259780675172806, -0.474127858877182, -0.516462862491608, -0.45127671957016, -0.513097047805786, -0.513097047805786, -0.513097047805786]","[6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]","[1469410.0, 1565840.0, 1724670.0, 1928880.0, 2072600.0, 2195441.0, 2379700.0, 2510628.0, 2523917.0, 2764413.0, 2946579.0, 2918709.0, 2917390.0, 2753020.0, 2375430.0, 2379230.0, 2696220.0, 2882100.0, 3018200.0, 3018200.0, 3018200.0, nan, nan, nan, nan]","[463655.0, 480305.0, 462279.0, 551196.0, 583320.0, 635327.0, 689618.0, 777860.0, 787890.0, 791158.0, 921541.0, 940249.0, 1008172.0, 1089560.0, 1109312.0, 1160059.0, 1266681.0, 1361715.0, 1438606.0, 328251.0, 946499.0, 946499.0, 946499.0, nan, nan]","[15.39, 12.15, 10.69, 9.81, 9.24, 8.89, 8.93, 8.7, 8.09, 8.09, 8.13, 8.0, 7.87, 7.74, 7.82, 7.88, 8.46, 7.56, 5.39, 5.32, 5.31, 5.36, 5.36, 5.36, nan]","[14.11, 7.72, 6.48, 5.96, 4.9, 4.4, 5.48, 4.87, 3.97, 5.3, 6.97, 6.513333333333333, 6.056666666666667, 5.6, 5.58, 4.29, 4.89, 4.27, 3.29, 3.31, 3.08, 2.86, 2.86, 2.86, nan]","[3.8, 4.24, 4.58, 4.49, 4.52, 4.43, 4.35, 4.59, 4.72, 4.53, 4.55, 4.58, 4.6, 4.63, 4.65, 4.56, 4.47, 4.31, 4.56, 5.0, 4.55, 4.98, 4.67, 4.59, 4.615]","[3.6, 4.0, 4.3, 4.2, 4.2, 4.1, 4.0, 4.2, 4.3, 4.1, 4.1, 4.1, 4.05, 4.1, 4.033333333333333, 3.9666666666666663, 3.9, 4.93, 5.15, 5.61, 5.11, 5.11, 5.11, nan, nan]","['China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)', 'China (Source Country)']","['China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']",CHN
